sale_date,gross_sales_amount,return_offset_amount,net_sales_amount,prop_gross_sales_amount,prop_return_offset_amount,prop_net_sales_amount,all_goods_net_sales_amount,flow_sales_related_actual_money,flow_sales_related_cash_money,flow_sales_actual_money,flow_exchange_actual_money,flow_return_actual_money,flow_stored_value_actual_money,gross_sales_qty,return_offset_qty,net_sales_qty,core_order_count,all_goods_order_count,is_trusted_core_sales,cash_scope
2025-07-15,1780.0,0.0,1780.0,0.0,0.0,0.0,1780.0,1780.0,1780.0,1780.0,0.0,0.0,0.0,19,0,19,6,6,True,销售/换货/退货现金回款（含道具）
2025-07-16,493.0,0.0,493.0,0.0,0.0,0.0,493.0,493.0,493.0,493.0,0.0,0.0,0.0,9,0,9,5,5,True,销售/换货/退货现金回款（含道具）
2025-07-17,1665.08,-90.08,1575.0,0.0,0.0,0.0,1575.0,1575.0,1575.0,1575.0,0.0,0.0,0.0,23,-1,22,9,9,True,销售/换货/退货现金回款（含道具）
2025-07-18,1703.0,0.0,1703.0,0.0,0.0,0.0,1703.0,1703.0,1703.0,1703.0,0.0,0.0,0.0,15,0,15,7,7,True,销售/换货/退货现金回款（含道具）
2025-07-19,2384.63,-170.63,2214.0,0.0,0.0,0.0,2214.0,2214.0,2214.0,2214.0,0.0,0.0,0.0,27,-1,26,10,10,True,销售/换货/退货现金回款（含道具）
2025-07-20,1155.0,0.0,1155.0,0.0,0.0,0.0,1155.0,1155.0,1155.0,1155.0,0.0,0.0,0.0,10,0,10,4,4,True,销售/换货/退货现金回款（含道具）
2025-07-21,1036.0,0.0,1036.0,0.0,0.0,0.0,1036.0,1036.0,1036.0,1036.0,0.0,0.0,0.0,19,0,19,7,7,True,销售/换货/退货现金回款（含道具）
2025-07-22,496.0,0.0,496.0,0.0,0.0,0.0,496.0,496.0,496.0,496.0,0.0,0.0,0.0,7,0,7,3,3,True,销售/换货/退货现金回款（含道具）
2025-07-23,72.0,0.0,72.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,2,0,2,2,2,True,销售/换货/退货现金回款（含道具）
2025-07-24,1418.0,0.0,1418.0,0.0,0.0,0.0,1418.0,1418.0,1418.0,1418.0,0.0,0.0,0.0,14,0,14,7,7,True,销售/换货/退货现金回款（含道具）
2025-07-25,1446.18,-63.18,1383.0,0.0,0.0,0.0,1383.0,1383.0,1383.0,1383.0,0.0,0.0,0.0,17,-1,16,9,9,True,销售/换货/退货现金回款（含道具）
2025-07-26,1824.0,0.0,1824.0,0.0,0.0,0.0,1824.0,1824.0,1824.0,1824.0,0.0,0.0,0.0,23,0,23,11,11,True,销售/换货/退货现金回款（含道具）
2025-07-27,1381.0,0.0,1381.0,0.0,0.0,0.0,1381.0,1381.0,1381.0,1381.0,0.0,0.0,0.0,23,0,23,9,9,True,销售/换货/退货现金回款（含道具）
2025-07-28,771.26,-140.26,631.0,0.0,0.0,0.0,631.0,631.0,631.0,631.0,0.0,0.0,0.0,15,-3,12,4,4,True,销售/换货/退货现金回款（含道具）
2025-07-29,1656.0,0.0,1656.0,0.0,0.0,0.0,1656.0,1656.0,1656.0,1656.0,0.0,0.0,0.0,20,0,20,10,10,True,销售/换货/退货现金回款（含道具）
2025-07-30,985.0,0.0,985.0,0.0,0.0,0.0,985.0,985.0,985.0,985.0,0.0,0.0,0.0,8,0,8,5,5,True,销售/换货/退货现金回款（含道具）
2025-07-31,1088.0,0.0,1088.0,0.0,0.0,0.0,1088.0,1088.0,1088.0,1088.0,0.0,0.0,0.0,8,0,8,5,5,True,销售/换货/退货现金回款（含道具）
2025-08-01,1383.0,0.0,1383.0,0.0,0.0,0.0,1383.0,1383.0,1383.0,1383.0,0.0,0.0,0.0,20,0,20,9,9,True,销售/换货/退货现金回款（含道具）
2025-08-02,2712.0,-1074.0,1638.0,0.0,0.0,0.0,1638.0,1638.0,1638.0,2712.0,0.0,-1074.0,0.0,19,-6,13,9,9,True,销售/换货/退货现金回款（含道具）
2025-08-03,1010.0,0.0,1010.0,0.0,0.0,0.0,1010.0,1010.0,1010.0,1010.0,0.0,0.0,0.0,17,0,17,10,10,True,销售/换货/退货现金回款（含道具）
2025-08-04,3170.0,-546.0,2624.0,0.0,0.0,0.0,2624.0,2624.0,2624.0,3170.0,0.0,-546.0,0.0,43,-7,36,12,12,True,销售/换货/退货现金回款（含道具）
2025-08-05,2487.24,-442.44,2044.8,0.0,0.0,0.0,2044.8,2044.8,2044.8,2313.0,55.8,-324.0,0.0,26,-4,22,9,9,True,销售/换货/退货现金回款（含道具）
2025-08-06,1394.24,-58.24,1336.0,0.0,0.0,0.0,1336.0,1336.0,1336.0,1336.0,0.0,0.0,0.0,15,-1,14,6,6,True,销售/换货/退货现金回款（含道具）
2025-08-07,842.0,0.0,842.0,0.0,0.0,0.0,842.0,842.0,842.0,842.0,0.0,0.0,0.0,13,0,13,7,7,True,销售/换货/退货现金回款（含道具）
2025-08-08,1977.0,-381.04,1595.96,0.0,0.0,0.0,1595.96,1595.96,1595.96,1589.0,6.96,0.0,0.0,28,-2,26,11,11,True,销售/换货/退货现金回款（含道具）
2025-08-09,583.0,0.0,583.0,0.0,0.0,0.0,583.0,583.0,583.0,583.0,0.0,0.0,0.0,10,0,10,5,5,True,销售/换货/退货现金回款（含道具）
2025-08-10,1845.0,0.0,1845.0,0.0,0.0,0.0,1845.0,1845.0,1845.0,1845.0,0.0,0.0,0.0,20,0,20,8,8,True,销售/换货/退货现金回款（含道具）
2025-08-11,690.0,0.0,690.0,0.0,0.0,0.0,690.0,690.0,690.0,690.0,0.0,0.0,0.0,13,0,13,5,5,True,销售/换货/退货现金回款（含道具）
2025-08-12,577.0,0.0,577.0,0.0,0.0,0.0,577.0,577.0,577.0,577.0,0.0,0.0,0.0,7,0,7,3,3,True,销售/换货/退货现金回款（含道具）
2025-08-13,1470.0,0.0,1470.0,0.0,0.0,0.0,1470.0,1470.0,1470.0,1470.0,0.0,0.0,0.0,13,0,13,5,5,True,销售/换货/退货现金回款（含道具）
2025-08-14,759.0,-137.0,622.0,0.0,0.0,0.0,622.0,622.0,422.0,759.0,0.0,-137.0,0.0,13,-2,11,6,6,True,销售/换货/退货现金回款（含道具）
2025-08-15,2541.0,0.0,2541.0,0.0,0.0,0.0,2541.0,2541.0,2541.0,2541.0,0.0,0.0,0.0,32,0,32,9,9,True,销售/换货/退货现金回款（含道具）
2025-08-16,682.0,0.0,682.0,0.0,0.0,0.0,682.0,682.0,682.0,682.0,0.0,0.0,0.0,12,0,12,7,7,True,销售/换货/退货现金回款（含道具）
2025-08-17,913.0,0.0,913.0,0.0,0.0,0.0,913.0,913.0,913.0,913.0,0.0,0.0,0.0,11,0,11,6,6,True,销售/换货/退货现金回款（含道具）
2025-08-18,1087.0,0.0,1087.0,0.0,0.0,0.0,1087.0,1087.0,1087.0,1087.0,0.0,0.0,0.0,21,0,21,8,8,True,销售/换货/退货现金回款（含道具）
2025-08-19,788.1,-83.1,705.0,0.0,0.0,0.0,705.0,705.0,705.0,705.0,0.0,0.0,0.0,9,-1,8,7,7,True,销售/换货/退货现金回款（含道具）
2025-08-20,2578.34,-225.34,2353.0,0.0,0.0,0.0,2353.0,2353.0,2144.0,2342.0,11.0,0.0,0.0,36,-2,34,12,12,True,销售/换货/退货现金回款（含道具）
2025-08-21,811.0,0.0,811.0,0.0,0.0,0.0,811.0,811.0,811.0,811.0,0.0,0.0,0.0,12,0,12,7,7,True,销售/换货/退货现金回款（含道具）
2025-08-22,2595.0,-55.0,2540.0,0.0,0.0,0.0,2540.0,2540.0,2540.0,2540.0,0.0,0.0,0.0,32,-1,31,17,17,True,销售/换货/退货现金回款（含道具）
2025-08-23,3075.77,-277.77,2798.0,0.0,0.0,0.0,2798.0,2798.0,2798.0,2907.0,65.0,-174.0,0.0,47,-7,40,16,16,True,销售/换货/退货现金回款（含道具）
2025-08-24,2732.78,-123.78,2609.0,0.0,0.0,0.0,2609.0,2609.0,2609.0,2609.0,0.0,0.0,0.0,36,-1,35,18,18,True,销售/换货/退货现金回款（含道具）
2025-08-25,377.0,0.0,377.0,0.0,0.0,0.0,377.0,377.0,377.0,377.0,0.0,0.0,0.0,4,0,4,4,4,True,销售/换货/退货现金回款（含道具）
2025-08-26,377.0,0.0,377.0,0.0,0.0,0.0,377.0,377.0,377.0,377.0,0.0,0.0,0.0,7,0,7,4,4,True,销售/换货/退货现金回款（含道具）
2025-08-27,1268.0,0.0,1268.0,0.0,0.0,0.0,1268.0,1268.0,1268.0,1268.0,0.0,0.0,0.0,15,0,15,11,11,True,销售/换货/退货现金回款（含道具）
2025-08-28,3779.0,0.0,3779.0,0.0,0.0,0.0,3779.0,3779.0,3779.0,3779.0,0.0,0.0,0.0,41,0,41,12,12,True,销售/换货/退货现金回款（含道具）
2025-08-29,3666.0,-156.0,3510.0,0.0,0.0,0.0,3510.0,3510.0,3510.0,3666.0,0.0,-156.0,0.0,51,-1,50,20,20,True,销售/换货/退货现金回款（含道具）
2025-08-30,7354.0,0.0,7354.0,0.0,0.0,0.0,7354.0,7354.0,6818.0,7354.0,0.0,0.0,0.0,89,0,89,27,27,True,销售/换货/退货现金回款（含道具）
2025-08-31,4822.0,-280.0,4542.0,0.0,0.0,0.0,4542.0,4542.0,4542.0,4475.0,67.0,0.0,0.0,63,-1,62,23,23,True,销售/换货/退货现金回款（含道具）
2025-09-01,2554.0,-61.0,2493.0,0.0,0.0,0.0,2493.0,2493.0,2493.0,2554.0,0.0,-61.0,0.0,51,-1,50,18,18,True,销售/换货/退货现金回款（含道具）
2025-09-02,1118.0,0.0,1118.0,0.0,0.0,0.0,1118.0,1118.0,1118.0,1118.0,0.0,0.0,0.0,22,0,22,9,9,True,销售/换货/退货现金回款（含道具）
2025-09-03,1319.0,-77.0,1242.0,0.0,0.0,0.0,1242.0,1242.0,1242.0,1242.0,0.0,0.0,0.0,16,-1,15,7,7,True,销售/换货/退货现金回款（含道具）
2025-09-04,3324.02,-246.02,3078.0,0.0,0.0,0.0,3078.0,3078.0,3078.0,3078.0,0.0,0.0,0.0,38,-5,33,14,14,True,销售/换货/退货现金回款（含道具）
2025-09-05,4865.41,-139.41,4726.0,0.0,0.0,0.0,4726.0,4726.0,4294.0,4726.0,0.0,0.0,1000.0,49,-1,48,18,18,True,销售/换货/退货现金回款（含道具）
2025-09-06,4651.0,-209.0,4442.0,0.0,0.0,0.0,4442.0,4442.0,4442.0,4435.0,7.0,0.0,0.0,48,-1,47,20,20,True,销售/换货/退货现金回款（含道具）
2025-09-07,5178.16,-516.16,4662.0,0.0,0.0,0.0,4662.0,4662.0,4662.0,4939.0,20.0,-297.0,0.0,54,-4,50,22,22,True,销售/换货/退货现金回款（含道具）
2025-09-08,1591.94,-311.94,1280.0,0.0,0.0,0.0,1280.0,1280.0,1274.0,1274.0,6.0,0.0,0.0,17,-2,15,10,10,True,销售/换货/退货现金回款（含道具）
2025-09-09,1496.93,0.0,1496.93,355.07,0.0,355.07,1852.0,1852.0,1852.0,1852.0,0.0,0.0,0.0,20,0,20,7,7,True,销售/换货/退货现金回款（含道具）
2025-09-10,1939.0,0.0,1939.0,0.0,0.0,0.0,1939.0,1939.0,1939.0,1939.0,0.0,0.0,0.0,25,0,25,8,8,True,销售/换货/退货现金回款（含道具）
2025-09-11,982.0,0.0,982.0,0.0,0.0,0.0,982.0,982.0,982.0,982.0,0.0,0.0,0.0,21,0,21,8,8,True,销售/换货/退货现金回款（含道具）
2025-09-12,1640.96,-126.96,1514.0,0.0,0.0,0.0,1514.0,1514.0,1514.0,1514.0,0.0,0.0,0.0,25,-2,23,11,11,True,销售/换货/退货现金回款（含道具）
2025-09-13,1842.0,0.0,1842.0,0.0,0.0,0.0,1842.0,1842.0,1842.0,1842.0,0.0,0.0,0.0,31,0,31,13,13,True,销售/换货/退货现金回款（含道具）
2025-09-14,2784.37,-209.37,2575.0,70.0,0.0,70.0,2645.0,2645.0,2645.0,2645.0,0.0,0.0,0.0,32,-1,31,15,16,True,销售/换货/退货现金回款（含道具）
2025-09-15,944.0,0.0,944.0,0.0,0.0,0.0,944.0,944.0,944.0,944.0,0.0,0.0,0.0,10,0,10,6,6,True,销售/换货/退货现金回款（含道具）
2025-09-16,669.0,0.0,669.0,0.0,0.0,0.0,669.0,669.0,669.0,669.0,0.0,0.0,0.0,8,0,8,5,5,True,销售/换货/退货现金回款（含道具）
2025-09-17,1668.0,0.0,1668.0,0.0,0.0,0.0,1668.0,1668.0,1668.0,1668.0,0.0,0.0,0.0,13,0,13,7,7,True,销售/换货/退货现金回款（含道具）
2025-09-18,1554.53,-348.53,1206.0,0.0,0.0,0.0,1206.0,1206.0,1206.0,1206.0,0.0,0.0,0.0,11,-2,9,7,7,True,销售/换货/退货现金回款（含道具）
2025-09-19,2079.0,0.0,2079.0,0.0,0.0,0.0,2079.0,2079.0,2079.0,2079.0,0.0,0.0,0.0,20,0,20,10,10,True,销售/换货/退货现金回款（含道具）
2025-09-20,4176.0,0.0,4176.0,0.0,0.0,0.0,4176.0,4176.0,4176.0,4176.0,0.0,0.0,0.0,44,0,44,20,20,True,销售/换货/退货现金回款（含道具）
2025-09-21,9292.37,-683.22,8609.15,60.85,0.0,60.85,8670.0,8670.0,6197.0,9025.0,21.0,-376.0,4000.0,95,-4,91,37,37,True,销售/换货/退货现金回款（含道具）
2025-09-22,2574.0,0.0,2574.0,0.0,0.0,0.0,2574.0,2574.0,2574.0,2574.0,0.0,0.0,0.0,33,0,33,11,11,True,销售/换货/退货现金回款（含道具）
2025-09-23,2500.89,-153.89,2347.0,0.0,0.0,0.0,2347.0,2347.0,2347.0,2347.0,0.0,0.0,0.0,33,-2,31,16,16,True,销售/换货/退货现金回款（含道具）
2025-09-24,5954.5,-311.5,5643.0,0.0,0.0,0.0,5643.0,5643.0,4763.0,5586.0,57.0,0.0,2000.0,51,-2,49,16,16,True,销售/换货/退货现金回款（含道具）
2025-09-25,1852.68,-399.68,1453.0,0.0,0.0,0.0,1453.0,1453.0,1447.0,1397.0,56.0,0.0,0.0,22,-3,19,13,13,True,销售/换货/退货现金回款（含道具）
2025-09-26,2530.18,-225.18,2305.0,0.0,0.0,0.0,2305.0,2305.0,2305.0,2305.0,0.0,0.0,0.0,23,-1,22,14,14,True,销售/换货/退货现金回款（含道具）
2025-09-27,6052.0,-274.0,5778.0,0.0,0.0,0.0,5778.0,5778.0,5778.0,6052.0,0.0,-274.0,0.0,58,-2,56,22,22,True,销售/换货/退货现金回款（含道具）
2025-09-28,5637.26,-839.26,4798.0,0.0,0.0,0.0,4798.0,4798.0,3917.0,4990.0,-9.0,-183.0,2000.0,38,-6,32,16,16,True,销售/换货/退货现金回款（含道具）
2025-09-29,4249.61,-707.61,3542.0,0.0,0.0,0.0,3542.0,3542.0,2668.0,3542.0,0.0,0.0,1000.0,43,-3,40,15,15,True,销售/换货/退货现金回款（含道具）
2025-09-30,2766.5,-99.5,2667.0,70.0,0.0,70.0,2737.0,2737.0,2737.0,2737.0,0.0,0.0,0.0,17,-1,16,11,12,True,销售/换货/退货现金回款（含道具）
2025-10-01,3632.0,0.0,3632.0,0.0,0.0,0.0,3632.0,3632.0,3632.0,3632.0,0.0,0.0,0.0,26,0,26,14,14,True,销售/换货/退货现金回款（含道具）
2025-10-02,5076.0,0.0,5076.0,0.0,0.0,0.0,5076.0,5076.0,5076.0,5076.0,0.0,0.0,0.0,43,0,43,15,15,True,销售/换货/退货现金回款（含道具）
2025-10-03,5023.13,-351.13,4672.0,0.0,0.0,0.0,4672.0,4672.0,4290.0,4632.0,40.0,0.0,0.0,48,-2,46,18,18,True,销售/换货/退货现金回款（含道具）
2025-10-04,6778.68,-557.68,6221.0,0.0,0.0,0.0,6221.0,6221.0,6221.0,6193.0,28.0,0.0,0.0,63,-3,60,17,17,True,销售/换货/退货现金回款（含道具）
2025-10-05,6142.35,-137.35,6005.0,70.0,0.0,70.0,6075.0,6075.0,6075.0,6075.0,0.0,0.0,0.0,49,-1,48,19,20,True,销售/换货/退货现金回款（含道具）
2025-10-06,5069.12,-589.12,4480.0,70.0,0.0,70.0,4550.0,4550.0,4550.0,4311.0,239.0,0.0,0.0,37,-6,31,15,16,True,销售/换货/退货现金回款（含道具）
2025-10-07,4946.02,-43.02,4903.0,0.0,0.0,0.0,4903.0,4903.0,4903.0,4334.0,569.0,0.0,0.0,50,-1,49,19,19,True,销售/换货/退货现金回款（含道具）
2025-10-08,4385.88,-258.88,4127.0,0.0,0.0,0.0,4127.0,4127.0,4127.0,4373.0,0.0,-246.0,0.0,43,-3,40,17,17,True,销售/换货/退货现金回款（含道具）
2025-10-09,3062.62,-202.62,2860.0,0.0,0.0,0.0,2860.0,2860.0,2860.0,2485.0,375.0,0.0,0.0,29,-1,28,9,9,True,销售/换货/退货现金回款（含道具）
2025-10-10,2050.6,-52.6,1998.0,0.0,0.0,0.0,1998.0,1998.0,1998.0,1998.0,0.0,0.0,0.0,18,-1,17,11,11,True,销售/换货/退货现金回款（含道具）
2025-10-11,3608.0,0.0,3608.0,0.0,0.0,0.0,3608.0,3608.0,3608.0,3608.0,0.0,0.0,0.0,34,0,34,12,12,True,销售/换货/退货现金回款（含道具）
2025-10-12,8869.99,-1095.99,7774.0,0.0,0.0,0.0,7774.0,7774.0,7542.0,8094.0,24.0,-344.0,2000.0,72,-6,66,32,32,True,销售/换货/退货现金回款（含道具）
2025-10-13,5203.02,-879.32,4323.7,0.0,0.0,0.0,4323.7,4323.7,4323.7,4056.0,267.7,0.0,0.0,35,-5,30,17,17,True,销售/换货/退货现金回款（含道具）
2025-10-14,7787.21,-514.26,7272.95,68.05,0.0,68.05,7341.0,7341.0,7341.0,6157.0,1184.0,0.0,0.0,52,-3,49,14,14,True,销售/换货/退货现金回款（含道具）
2025-10-15,4187.0,-107.0,4080.0,0.0,0.0,0.0,4080.0,4080.0,3622.0,4187.0,0.0,-107.0,1000.0,31,-1,30,14,14,True,销售/换货/退货现金回款（含道具）
2025-10-16,6322.16,-234.16,6088.0,0.0,0.0,0.0,6088.0,6088.0,6088.0,6088.0,0.0,0.0,0.0,45,-2,43,18,18,True,销售/换货/退货现金回款（含道具）
2025-10-17,2753.45,-122.0,2631.45,59.55,0.0,59.55,2691.0,2691.0,2691.0,2535.0,156.0,0.0,0.0,24,-1,23,10,10,True,销售/换货/退货现金回款（含道具）
2025-10-18,4708.0,0.0,4708.0,70.0,0.0,70.0,4778.0,4778.0,4778.0,4778.0,0.0,0.0,0.0,38,0,38,20,21,True,销售/换货/退货现金回款（含道具）
2025-10-19,7150.12,-406.12,6744.0,0.0,0.0,0.0,6744.0,6744.0,6359.0,6321.0,423.0,0.0,0.0,53,-7,46,24,24,True,销售/换货/退货现金回款（含道具）
2025-10-20,6598.0,-174.0,6424.0,0.0,0.0,0.0,6424.0,6424.0,6424.0,6598.0,0.0,-174.0,0.0,46,-1,45,22,22,True,销售/换货/退货现金回款（含道具）
2025-10-21,3446.0,0.0,3446.0,0.0,0.0,0.0,3446.0,3446.0,3446.0,3446.0,0.0,0.0,0.0,27,0,27,11,11,True,销售/换货/退货现金回款（含道具）
2025-10-22,7951.35,-601.86,7349.49,69.51,0.0,69.51,7419.0,7419.0,7419.0,7513.0,9.0,-103.0,0.0,49,-4,45,27,27,True,销售/换货/退货现金回款（含道具）
2025-10-23,2167.07,-227.07,1940.0,0.0,0.0,0.0,1940.0,1940.0,1940.0,1940.0,0.0,0.0,0.0,14,-1,13,8,8,True,销售/换货/退货现金回款（含道具）
2025-10-24,5247.58,-322.16,4925.42,0.0,0.0,0.0,4925.42,4925.42,4925.42,4846.0,79.42,0.0,0.0,37,-2,35,16,16,True,销售/换货/退货现金回款（含道具）
2025-10-25,10157.65,-714.65,9443.0,0.0,0.0,0.0,9443.0,9443.0,9443.0,9931.0,26.0,-514.0,0.0,65,-4,61,29,29,True,销售/换货/退货现金回款（含道具）
2025-10-26,5707.0,0.0,5707.0,0.0,0.0,0.0,5707.0,5707.0,5707.0,5707.0,0.0,0.0,0.0,38,0,38,12,12,True,销售/换货/退货现金回款（含道具）
2025-10-27,3309.99,-478.99,2831.0,0.0,0.0,0.0,2831.0,2831.0,2831.0,2721.0,110.0,0.0,0.0,26,-2,24,8,8,True,销售/换货/退货现金回款（含道具）
2025-10-28,3556.0,0.0,3556.0,0.0,0.0,0.0,3556.0,3556.0,2786.0,3556.0,0.0,0.0,0.0,27,0,27,13,13,True,销售/换货/退货现金回款（含道具）
2025-10-29,3475.26,-663.26,2812.0,0.0,0.0,0.0,2812.0,2812.0,2812.0,2786.0,26.0,0.0,0.0,22,-3,19,10,10,True,销售/换货/退货现金回款（含道具）
2025-10-30,2076.0,0.0,2076.0,0.0,0.0,0.0,2076.0,2076.0,2076.0,2076.0,0.0,0.0,0.0,15,0,15,11,11,True,销售/换货/退货现金回款（含道具）
2025-10-31,2778.0,0.0,2778.0,70.0,0.0,70.0,2848.0,2848.0,2848.0,2848.0,0.0,0.0,0.0,23,0,23,11,12,True,销售/换货/退货现金回款（含道具）
2025-11-01,4326.0,-41.0,4285.0,0.0,0.0,0.0,4285.0,4285.0,2249.0,4285.0,0.0,0.0,3000.0,35,-1,34,11,11,True,销售/换货/退货现金回款（含道具）
2025-11-02,5958.89,-221.89,5737.0,0.0,0.0,0.0,5737.0,5737.0,5232.0,5730.0,7.0,0.0,0.0,40,-2,38,17,17,True,销售/换货/退货现金回款（含道具）
2025-11-03,1943.0,0.0,1943.0,0.0,0.0,0.0,1943.0,1943.0,1943.0,1943.0,0.0,0.0,0.0,13,0,13,7,7,True,销售/换货/退货现金回款（含道具）
2025-11-04,3350.0,0.0,3350.0,0.0,0.0,0.0,3350.0,3350.0,3350.0,3350.0,0.0,0.0,0.0,22,0,22,11,11,True,销售/换货/退货现金回款（含道具）
2025-11-05,3242.39,-427.39,2815.0,0.0,0.0,0.0,2815.0,2815.0,1954.0,2124.0,691.0,0.0,0.0,17,-2,15,8,8,True,销售/换货/退货现金回款（含道具）
2025-11-06,3163.32,-628.32,2535.0,0.0,0.0,0.0,2535.0,2535.0,2365.0,2507.0,28.0,0.0,0.0,21,-3,18,14,14,True,销售/换货/退货现金回款（含道具）
2025-11-07,3929.5,-209.5,3720.0,0.0,0.0,0.0,3720.0,3720.0,3720.0,3720.0,0.0,0.0,0.0,26,-1,25,14,14,True,销售/换货/退货现金回款（含道具）
2025-11-08,4680.0,0.0,4680.0,61.0,0.0,61.0,4741.0,4741.0,4741.0,4741.0,0.0,0.0,0.0,40,0,40,19,19,True,销售/换货/退货现金回款（含道具）
2025-11-09,6610.25,-242.72,6367.53,69.53,0.0,69.53,6437.06,6437.06,6584.0,6584.0,0.0,-146.94,0.0,44,-2,42,17,17,True,销售/换货/退货现金回款（含道具）
2025-11-10,392.0,-128.0,264.0,0.0,0.0,0.0,264.0,264.0,264.0,234.0,30.0,0.0,0.0,3,-1,2,2,2,True,销售/换货/退货现金回款（含道具）
2025-11-11,2840.76,-471.76,2369.0,0.0,0.0,0.0,2369.0,2369.0,2369.0,2107.0,262.0,0.0,0.0,25,-2,23,11,11,True,销售/换货/退货现金回款（含道具）
2025-11-12,1348.0,-428.0,920.0,0.0,0.0,0.0,920.0,920.0,920.0,920.0,0.0,0.0,0.0,10,-2,8,5,5,True,销售/换货/退货现金回款（含道具）
2025-11-13,2394.0,0.0,2394.0,0.0,0.0,0.0,2394.0,2394.0,2394.0,2394.0,0.0,0.0,0.0,15,0,15,3,3,True,销售/换货/退货现金回款（含道具）
2025-11-14,2139.85,-203.85,1936.0,0.0,0.0,0.0,1936.0,1936.0,1936.0,1922.0,14.0,0.0,0.0,19,-3,16,8,8,True,销售/换货/退货现金回款（含道具）
