sale_date,gross_sales_amount,return_offset_amount,net_sales_amount,prop_gross_sales_amount,prop_return_offset_amount,prop_net_sales_amount,all_goods_net_sales_amount,flow_sales_related_actual_money,flow_sales_related_cash_money,flow_sales_actual_money,flow_exchange_actual_money,flow_return_actual_money,flow_stored_value_actual_money,gross_sales_qty,return_offset_qty,net_sales_qty,core_order_count,all_goods_order_count,is_trusted_core_sales,cash_scope
2025-11-15,2272.67,-255.14,2017.53,69.47,0.0,69.47,2087.0,2087.0,1939.0,2087.0,0.0,0.0,0.0,13,-1,12,7,7,True,销售/换货/退货现金回款（含道具）
2025-11-16,2831.0,0.0,2831.0,0.0,0.0,0.0,2831.0,2831.0,2831.0,2831.0,0.0,0.0,0.0,16,0,16,9,9,True,销售/换货/退货现金回款（含道具）
2025-11-17,2786.0,0.0,2786.0,0.0,0.0,0.0,2786.0,2786.0,2786.0,2786.0,0.0,0.0,0.0,24,0,24,9,9,True,销售/换货/退货现金回款（含道具）
2025-11-18,1391.0,0.0,1391.0,0.0,0.0,0.0,1391.0,1391.0,1391.0,1391.0,0.0,0.0,0.0,19,0,19,7,7,True,销售/换货/退货现金回款（含道具）
2025-11-19,5539.02,-630.02,4909.0,0.0,0.0,0.0,4909.0,4909.0,3112.0,5224.0,0.0,-315.0,2588.0,48,-2,46,18,18,True,销售/换货/退货现金回款（含道具）
2025-11-20,1893.0,-139.0,1754.0,0.0,0.0,0.0,1754.0,1754.0,1893.0,1893.0,0.0,-139.0,0.0,15,-1,14,9,9,True,销售/换货/退货现金回款（含道具）
2025-11-21,2441.4,-130.4,2311.0,0.0,0.0,0.0,2311.0,2311.0,2311.0,2287.0,24.0,0.0,2000.0,21,-1,20,12,12,True,销售/换货/退货现金回款（含道具）
2025-11-22,2910.0,-95.0,2815.0,156.0,0.0,156.0,2971.0,2971.0,2971.0,2927.0,44.0,0.0,0.0,23,-1,22,14,16,True,销售/换货/退货现金回款（含道具）
2025-11-23,6619.61,-225.0,6394.61,132.39,0.0,132.39,6527.0,6527.0,6302.0,6752.0,0.0,-225.0,0.0,47,-3,44,15,15,True,销售/换货/退货现金回款（含道具）
2025-11-24,2471.45,-165.45,2306.0,306.0,-89.0,217.0,2523.0,2523.0,2366.0,2612.0,0.0,-89.0,0.0,15,-1,14,8,13,True,销售/换货/退货现金回款（含道具）
2025-11-25,1903.0,0.0,1903.0,0.0,0.0,0.0,1903.0,1903.0,1903.0,1903.0,0.0,0.0,0.0,12,0,12,6,6,True,销售/换货/退货现金回款（含道具）
2025-11-26,2177.34,-446.34,1731.0,0.0,0.0,0.0,1731.0,1731.0,1731.0,1731.0,0.0,0.0,0.0,19,-1,18,9,9,True,销售/换货/退货现金回款（含道具）
2025-11-27,1730.08,-648.0,1082.08,129.92,0.0,129.92,1212.0,1212.0,1212.0,1212.0,0.0,0.0,0.0,7,-1,6,5,5,True,销售/换货/退货现金回款（含道具）
2025-11-28,3830.75,-850.9,2979.85,156.15,0.0,156.15,3136.0,3136.0,3136.0,3136.0,0.0,0.0,0.0,23,-4,19,12,12,True,销售/换货/退货现金回款（含道具）
2025-11-29,2776.46,0.0,2776.46,66.54,0.0,66.54,2843.0,2843.0,2843.0,2843.0,0.0,0.0,0.0,24,0,24,12,12,True,销售/换货/退货现金回款（含道具）
2025-11-30,3766.0,0.0,3766.0,0.0,0.0,0.0,3766.0,3766.0,3072.0,3766.0,0.0,0.0,1000.0,28,0,28,14,14,True,销售/换货/退货现金回款（含道具）
2025-12-01,2637.6,-511.6,2126.0,0.0,0.0,0.0,2126.0,2126.0,2126.0,1644.0,482.0,0.0,0.0,22,-2,20,9,9,True,销售/换货/退货现金回款（含道具）
2025-12-02,2253.0,0.0,2253.0,0.0,0.0,0.0,2253.0,2253.0,1509.0,2253.0,0.0,0.0,0.0,28,0,28,7,7,True,销售/换货/退货现金回款（含道具）
2025-12-03,2089.0,-744.0,1345.0,0.0,0.0,0.0,1345.0,1345.0,1470.0,2089.0,0.0,-744.0,0.0,14,-3,11,7,7,True,销售/换货/退货现金回款（含道具）
2025-12-04,1009.0,0.0,1009.0,148.0,0.0,148.0,1157.0,1157.0,1157.0,1157.0,0.0,0.0,0.0,6,0,6,4,6,True,销售/换货/退货现金回款（含道具）
2025-12-05,1680.27,-216.27,1464.0,70.0,0.0,70.0,1534.0,1534.0,1040.0,1534.0,0.0,0.0,2000.0,13,-1,12,6,7,True,销售/换货/退货现金回款（含道具）
2025-12-06,2612.96,-337.96,2275.0,0.0,0.0,0.0,2275.0,2275.0,2275.0,2275.0,0.0,0.0,0.0,23,-2,21,13,13,True,销售/换货/退货现金回款（含道具）
2025-12-07,4962.79,-382.79,4580.0,61.0,0.0,61.0,4641.0,4641.0,4641.0,4641.0,0.0,0.0,0.0,33,-2,31,13,14,True,销售/换货/退货现金回款（含道具）
2025-12-08,476.84,-259.78,217.06,95.94,0.0,95.94,313.0,313.0,313.0,313.0,0.0,0.0,0.0,12,-2,10,3,3,True,销售/换货/退货现金回款（含道具）
2025-12-09,699.0,0.0,699.0,0.0,0.0,0.0,699.0,699.0,699.0,699.0,0.0,0.0,0.0,8,0,8,4,4,True,销售/换货/退货现金回款（含道具）
2025-12-10,2405.0,0.0,2405.0,0.0,0.0,0.0,2405.0,2405.0,2405.0,2405.0,0.0,0.0,0.0,12,0,12,5,5,True,销售/换货/退货现金回款（含道具）
2025-12-11,766.0,0.0,766.0,0.0,0.0,0.0,766.0,766.0,766.0,766.0,0.0,0.0,0.0,9,0,9,4,4,True,销售/换货/退货现金回款（含道具）
2025-12-12,1835.0,-555.0,1280.0,0.0,0.0,0.0,1280.0,1280.0,1280.0,921.0,359.0,0.0,0.0,15,-3,12,7,7,True,销售/换货/退货现金回款（含道具）
2025-12-13,5244.0,-271.0,4973.0,139.0,0.0,139.0,5112.0,5112.0,5112.0,5112.0,0.0,0.0,0.0,36,-1,35,19,21,True,销售/换货/退货现金回款（含道具）
2025-12-14,4882.0,-157.0,4725.0,0.0,0.0,0.0,4725.0,4725.0,4725.0,4882.0,0.0,-157.0,0.0,30,-1,29,15,15,True,销售/换货/退货现金回款（含道具）
2025-12-15,2088.85,-148.85,1940.0,0.0,0.0,0.0,1940.0,1940.0,1940.0,1940.0,0.0,0.0,0.0,15,-3,12,9,9,True,销售/换货/退货现金回款（含道具）
2025-12-16,1696.26,0.0,1696.26,69.74,0.0,69.74,1766.0,1766.0,1697.0,1766.0,0.0,0.0,0.0,17,0,17,7,7,True,销售/换货/退货现金回款（含道具）
2025-12-17,2391.9,-147.9,2244.0,0.0,0.0,0.0,2244.0,2244.0,2244.0,2244.0,0.0,0.0,0.0,20,-1,19,12,12,True,销售/换货/退货现金回款（含道具）
2025-12-18,2177.8,-138.8,2039.0,0.0,0.0,0.0,2039.0,2039.0,2039.0,2039.0,0.0,0.0,0.0,29,-1,28,11,11,True,销售/换货/退货现金回款（含道具）
2025-12-19,2070.0,0.0,2070.0,0.0,0.0,0.0,2070.0,2070.0,1596.0,2070.0,0.0,0.0,0.0,15,0,15,6,6,True,销售/换货/退货现金回款（含道具）
2025-12-20,2002.9,-78.9,1924.0,0.0,0.0,0.0,1924.0,1924.0,1924.0,1924.0,0.0,0.0,0.0,17,-1,16,9,9,True,销售/换货/退货现金回款（含道具）
2025-12-21,2366.43,-135.43,2231.0,0.0,0.0,0.0,2231.0,2231.0,2231.0,2231.0,0.0,0.0,0.0,20,-1,19,10,10,True,销售/换货/退货现金回款（含道具）
2025-12-22,1139.0,-174.0,965.0,0.0,0.0,0.0,965.0,965.0,965.0,1139.0,0.0,-174.0,0.0,11,-1,10,6,6,True,销售/换货/退货现金回款（含道具）
2025-12-23,2003.0,-218.0,1785.0,0.0,0.0,0.0,1785.0,1785.0,1785.0,1785.0,0.0,0.0,0.0,16,-1,15,9,9,True,销售/换货/退货现金回款（含道具）
2025-12-24,3205.0,0.0,3205.0,0.0,0.0,0.0,3205.0,3205.0,3205.0,3205.0,0.0,0.0,0.0,32,0,32,9,9,True,销售/换货/退货现金回款（含道具）
2025-12-25,1237.56,-164.56,1073.0,0.0,0.0,0.0,1073.0,1073.0,1073.0,1189.0,0.0,-116.0,0.0,11,-2,9,8,8,True,销售/换货/退货现金回款（含道具）
2025-12-26,1444.0,0.0,1444.0,0.0,0.0,0.0,1444.0,1444.0,1444.0,1444.0,0.0,0.0,0.0,17,0,17,6,6,True,销售/换货/退货现金回款（含道具）
2025-12-27,5307.51,0.0,5307.51,156.49,0.0,156.49,5464.0,5464.0,5464.0,5464.0,0.0,0.0,0.0,55,0,55,14,14,True,销售/换货/退货现金回款（含道具）
2025-12-28,3179.73,-556.73,2623.0,0.0,0.0,0.0,2623.0,2623.0,2623.0,2585.0,38.0,0.0,0.0,29,-3,26,15,15,True,销售/换货/退货现金回款（含道具）
2025-12-29,2400.0,-218.0,2182.0,0.0,0.0,0.0,2182.0,2182.0,2182.0,2400.0,0.0,-218.0,0.0,12,-1,11,9,9,True,销售/换货/退货现金回款（含道具）
2025-12-30,2745.0,-384.0,2361.0,0.0,0.0,0.0,2361.0,2361.0,2361.0,2745.0,0.0,-384.0,0.0,25,-2,23,12,12,True,销售/换货/退货现金回款（含道具）
2025-12-31,2593.0,-302.0,2291.0,70.0,0.0,70.0,2361.0,2361.0,2189.0,2418.0,71.0,-128.0,0.0,30,-2,28,14,15,True,销售/换货/退货现金回款（含道具）
2026-01-01,2060.0,0.0,2060.0,0.0,0.0,0.0,2060.0,2060.0,2060.0,2060.0,0.0,0.0,0.0,19,0,19,11,11,True,销售/换货/退货现金回款（含道具）
2026-01-02,5399.0,0.0,5399.0,87.0,0.0,87.0,5486.0,5486.0,5486.0,5486.0,0.0,0.0,0.0,58,0,58,21,22,True,销售/换货/退货现金回款（含道具）
2026-01-03,2713.09,-596.09,2117.0,178.0,-154.0,24.0,2141.0,2141.0,2141.0,2146.0,84.0,-89.0,0.0,19,-3,16,11,14,True,销售/换货/退货现金回款（含道具）
2026-01-04,2679.14,0.0,2679.14,60.86,0.0,60.86,2740.0,2740.0,2740.0,2740.0,0.0,0.0,0.0,18,0,18,7,7,True,销售/换货/退货现金回款（含道具）
2026-01-05,2538.0,-209.0,2329.0,0.0,0.0,0.0,2329.0,2329.0,2329.0,2329.0,0.0,0.0,0.0,22,-1,21,9,9,True,销售/换货/退货现金回款（含道具）
2026-01-06,1128.0,0.0,1128.0,0.0,0.0,0.0,1128.0,1128.0,1128.0,1128.0,0.0,0.0,0.0,10,0,10,7,7,True,销售/换货/退货现金回款（含道具）
2026-01-07,1913.0,0.0,1913.0,148.0,0.0,148.0,2061.0,2061.0,2061.0,2061.0,0.0,0.0,0.0,20,0,20,9,10,True,销售/换货/退货现金回款（含道具）
2026-01-08,3098.44,-313.44,2785.0,237.0,0.0,237.0,3022.0,3022.0,3022.0,3011.0,11.0,0.0,0.0,30,-2,28,11,13,True,销售/换货/退货现金回款（含道具）
2026-01-09,1194.63,-39.63,1155.0,0.0,0.0,0.0,1155.0,1155.0,1155.0,1155.0,0.0,0.0,0.0,11,-1,10,5,5,True,销售/换货/退货现金回款（含道具）
2026-01-10,2892.0,0.0,2892.0,79.0,0.0,79.0,2971.0,2971.0,2971.0,2971.0,0.0,0.0,0.0,24,0,24,11,12,True,销售/换货/退货现金回款（含道具）
2026-01-11,1425.0,0.0,1425.0,237.0,0.0,237.0,1662.0,1662.0,1662.0,1662.0,0.0,0.0,0.0,19,0,19,8,8,True,销售/换货/退货现金回款（含道具）
2026-01-12,492.0,0.0,492.0,69.0,0.0,69.0,561.0,561.0,561.0,561.0,0.0,0.0,0.0,4,0,4,3,3,True,销售/换货/退货现金回款（含道具）
2026-01-13,732.0,-77.0,655.0,89.0,0.0,89.0,744.0,744.0,744.0,732.0,12.0,0.0,0.0,12,-1,11,5,6,True,销售/换货/退货现金回款（含道具）
2026-01-14,546.0,0.0,546.0,89.0,0.0,89.0,635.0,635.0,635.0,635.0,0.0,0.0,0.0,9,0,9,4,4,True,销售/换货/退货现金回款（含道具）
2026-01-15,612.0,0.0,612.0,0.0,0.0,0.0,612.0,612.0,612.0,612.0,0.0,0.0,0.0,6,0,6,3,3,True,销售/换货/退货现金回款（含道具）
2026-01-16,4041.5,-99.5,3942.0,0.0,0.0,0.0,3942.0,3942.0,3942.0,3868.0,74.0,0.0,0.0,29,-1,28,10,10,True,销售/换货/退货现金回款（含道具）
2026-01-17,2257.0,0.0,2257.0,0.0,0.0,0.0,2257.0,2257.0,2257.0,2257.0,0.0,0.0,0.0,31,0,31,15,15,True,销售/换货/退货现金回款（含道具）
2026-01-18,3238.04,-167.92,3070.12,0.0,0.0,0.0,3070.12,3070.12,3070.12,3055.0,15.12,0.0,0.0,27,-1,26,12,12,True,销售/换货/退货现金回款（含道具）
2026-01-19,1333.0,0.0,1333.0,0.0,0.0,0.0,1333.0,1333.0,1333.0,1333.0,0.0,0.0,0.0,9,0,9,3,3,True,销售/换货/退货现金回款（含道具）
2026-01-20,3730.69,-141.69,3589.0,0.0,0.0,0.0,3589.0,3589.0,3589.0,3527.0,62.0,0.0,0.0,17,-1,16,10,10,True,销售/换货/退货现金回款（含道具）
2026-01-21,269.0,0.0,269.0,0.0,0.0,0.0,269.0,269.0,269.0,269.0,0.0,0.0,0.0,4,0,4,3,3,True,销售/换货/退货现金回款（含道具）
2026-01-22,1549.0,-172.47,1376.53,247.0,0.0,247.0,1623.53,1623.53,1623.53,1796.0,0.0,-172.47,0.0,16,-1,15,6,8,True,销售/换货/退货现金回款（含道具）
2026-01-23,2090.0,0.0,2090.0,450.0,0.0,450.0,2540.0,2540.0,2540.0,2540.0,0.0,0.0,0.0,22,0,22,7,8,True,销售/换货/退货现金回款（含道具）
2026-01-24,3265.72,-95.0,3170.72,58.28,0.0,58.28,3229.0,3229.0,3229.0,3185.0,44.0,0.0,0.0,24,-1,23,12,12,True,销售/换货/退货现金回款（含道具）
2026-01-25,6715.0,-362.0,6353.0,0.0,0.0,0.0,6353.0,6353.0,6353.0,6715.0,0.0,-362.0,0.0,41,-2,39,18,18,True,销售/换货/退货现金回款（含道具）
2026-01-26,2391.12,-248.0,2143.12,78.88,0.0,78.88,2222.0,2222.0,2222.0,2470.0,0.0,-248.0,0.0,20,-1,19,10,10,True,销售/换货/退货现金回款（含道具）
2026-01-27,2277.3,-262.0,2015.3,305.7,0.0,305.7,2321.0,2321.0,2321.0,2268.0,53.0,0.0,0.0,18,-1,17,11,12,True,销售/换货/退货现金回款（含道具）
2026-01-28,4202.31,-436.31,3766.0,570.0,0.0,570.0,4336.0,4336.0,4336.0,4300.0,36.0,0.0,0.0,29,-2,27,10,13,True,销售/换货/退货现金回款（含道具）
2026-01-29,3277.0,-296.0,2981.0,0.0,0.0,0.0,2981.0,2981.0,2981.0,2961.0,20.0,0.0,0.0,24,-2,22,14,14,True,销售/换货/退货现金回款（含道具）
2026-01-30,5722.97,-517.97,5205.0,0.0,0.0,0.0,5205.0,5205.0,5205.0,5237.0,315.0,-347.0,0.0,53,-5,48,15,15,True,销售/换货/退货现金回款（含道具）
2026-01-31,2209.0,0.0,2209.0,89.0,0.0,89.0,2298.0,2298.0,2298.0,2298.0,0.0,0.0,0.0,27,0,27,11,11,True,销售/换货/退货现金回款（含道具）
2026-02-01,2537.0,-465.0,2072.0,0.0,0.0,0.0,2072.0,2072.0,1911.0,2537.0,0.0,-465.0,0.0,38,-4,34,18,18,True,销售/换货/退货现金回款（含道具）
2026-02-02,2719.0,0.0,2719.0,149.0,0.0,149.0,2868.0,2868.0,2868.0,2868.0,0.0,0.0,0.0,29,0,29,10,11,True,销售/换货/退货现金回款（含道具）
2026-02-03,4632.0,0.0,4632.0,69.0,0.0,69.0,4701.0,4701.0,4701.0,4701.0,0.0,0.0,0.0,38,0,38,14,15,True,销售/换货/退货现金回款（含道具）
2026-02-04,1972.98,-10.98,1962.0,89.0,0.0,89.0,2051.0,2051.0,2051.0,2045.0,6.0,0.0,0.0,26,-1,25,10,11,True,销售/换货/退货现金回款（含道具）
2026-02-05,1033.0,-149.0,884.0,79.0,0.0,79.0,963.0,963.0,963.0,1112.0,0.0,-149.0,0.0,13,-1,12,9,9,True,销售/换货/退货现金回款（含道具）
2026-02-06,3765.24,-149.24,3616.0,0.0,0.0,0.0,3616.0,3616.0,3616.0,3293.0,323.0,0.0,0.0,34,-1,33,13,13,True,销售/换货/退货现金回款（含道具）
2026-02-07,3739.0,0.0,3739.0,0.0,0.0,0.0,3739.0,3739.0,3739.0,3739.0,0.0,0.0,0.0,42,0,42,18,18,True,销售/换货/退货现金回款（含道具）
2026-02-08,3132.0,0.0,3132.0,0.0,0.0,0.0,3132.0,3132.0,3132.0,3132.0,0.0,0.0,0.0,24,0,24,10,10,True,销售/换货/退货现金回款（含道具）
2026-02-09,1787.0,0.0,1787.0,0.0,0.0,0.0,1787.0,1787.0,1787.0,1787.0,0.0,0.0,0.0,20,0,20,10,10,True,销售/换货/退货现金回款（含道具）
2026-02-10,3033.0,0.0,3033.0,0.0,0.0,0.0,3033.0,3033.0,3033.0,3033.0,0.0,0.0,0.0,29,0,29,16,16,True,销售/换货/退货现金回款（含道具）
2026-02-11,1799.8,-50.94,1748.86,626.07,-138.93,487.14,2236.0,2236.0,2236.0,2236.0,0.0,0.0,0.0,25,-1,24,13,13,True,销售/换货/退货现金回款（含道具）
2026-02-12,1820.64,0.0,1820.64,304.36,0.0,304.36,2125.0,2125.0,2125.0,2125.0,0.0,0.0,0.0,27,0,27,12,12,True,销售/换货/退货现金回款（含道具）
2026-02-13,3505.64,0.0,3505.64,3042.86,-209.5,2833.36,6339.0,6339.0,6339.0,6325.0,14.0,0.0,0.0,37,0,37,19,24,True,销售/换货/退货现金回款（含道具）
2026-02-14,3871.8,0.0,3871.8,1353.2,0.0,1353.2,5225.0,5225.0,5225.0,5225.0,0.0,0.0,0.0,41,0,41,18,20,True,销售/换货/退货现金回款（含道具）
2026-02-15,2531.84,-160.66,2371.18,2554.82,0.0,2554.82,4926.0,4926.0,4926.0,4152.0,774.0,0.0,0.0,28,-1,27,15,17,True,销售/换货/退货现金回款（含道具）
2026-02-16,1572.29,0.0,1572.29,1493.71,-175.0,1318.71,2891.0,2891.0,2891.0,2770.0,121.0,0.0,0.0,22,0,22,13,15,True,销售/换货/退货现金回款（含道具）
2026-02-17,1198.0,0.0,1198.0,700.0,0.0,700.0,1898.0,1898.0,1898.0,1898.0,0.0,0.0,0.0,13,0,13,7,9,True,销售/换货/退货现金回款（含道具）
2026-02-18,831.0,0.0,831.0,0.0,0.0,0.0,831.0,831.0,831.0,831.0,0.0,0.0,0.0,8,0,8,4,4,True,销售/换货/退货现金回款（含道具）
2026-02-19,62.0,0.0,62.0,0.0,0.0,0.0,62.0,62.0,62.0,62.0,0.0,0.0,0.0,1,0,1,1,1,True,销售/换货/退货现金回款（含道具）
2026-02-20,1087.9,-37.89,1050.01,514.99,0.0,514.99,1565.0,1565.0,1565.0,1565.0,0.0,0.0,0.0,26,-3,23,8,8,True,销售/换货/退货现金回款（含道具）
2026-02-21,706.26,0.0,706.26,1469.81,-367.07,1102.74,1809.0,1809.0,1809.0,1727.0,82.0,0.0,0.0,12,0,12,5,9,True,销售/换货/退货现金回款（含道具）
2026-02-22,1232.64,0.0,1232.64,972.36,0.0,972.36,2205.0,2205.0,2205.0,2205.0,0.0,0.0,0.0,13,0,13,8,8,True,销售/换货/退货现金回款（含道具）
2026-02-23,825.43,0.0,825.43,1473.57,0.0,1473.57,2299.0,2299.0,2299.0,2299.0,0.0,0.0,0.0,15,0,15,5,8,True,销售/换货/退货现金回款（含道具）
2026-02-24,1021.81,0.0,1021.81,1413.19,0.0,1413.19,2435.0,2435.0,1403.0,2435.0,0.0,0.0,0.0,12,0,12,7,7,True,销售/换货/退货现金回款（含道具）
2026-02-25,1629.0,0.0,1629.0,513.0,-192.0,321.0,1950.0,1950.0,1950.0,1874.0,76.0,0.0,0.0,14,0,14,7,9,True,销售/换货/退货现金回款（含道具）
2026-02-26,2267.64,0.0,2267.64,862.36,0.0,862.36,3130.0,3130.0,3130.0,3130.0,0.0,0.0,0.0,22,0,22,8,9,True,销售/换货/退货现金回款（含道具）
2026-02-27,1917.21,-99.5,1817.71,582.29,0.0,582.29,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,24,-1,23,10,10,True,销售/换货/退货现金回款（含道具）
2026-02-28,1017.98,0.0,1017.98,458.02,0.0,458.02,1476.0,1476.0,1476.0,1476.0,0.0,0.0,0.0,13,0,13,6,7,True,销售/换货/退货现金回款（含道具）
2026-03-01,1932.82,0.0,1932.82,1496.18,0.0,1496.18,3429.0,3429.0,3429.0,3429.0,0.0,0.0,0.0,20,0,20,11,13,True,销售/换货/退货现金回款（含道具）
2026-03-02,2279.53,-355.55,1923.98,1932.47,-209.45,1723.02,3647.0,3647.0,3647.0,4212.0,0.0,-565.0,0.0,28,-3,25,13,16,True,销售/换货/退货现金回款（含道具）
2026-03-03,678.48,0.0,678.48,679.52,0.0,679.52,1358.0,1358.0,1358.0,1358.0,0.0,0.0,0.0,11,0,11,4,5,True,销售/换货/退货现金回款（含道具）
2026-03-04,1632.93,0.0,1632.93,1986.07,0.0,1986.07,3619.0,3619.0,3619.0,3619.0,0.0,0.0,0.0,26,0,26,10,10,True,销售/换货/退货现金回款（含道具）
2026-03-05,1913.25,0.0,1913.25,821.75,0.0,821.75,2735.0,2735.0,2735.0,2735.0,0.0,0.0,0.0,22,0,22,7,8,True,销售/换货/退货现金回款（含道具）
2026-03-06,929.06,0.0,929.06,566.94,0.0,566.94,1496.0,1496.0,1496.0,1496.0,0.0,0.0,0.0,11,0,11,6,7,True,销售/换货/退货现金回款（含道具）
2026-03-07,2181.05,-64.0,2117.05,2300.02,-183.07,2116.95,4234.0,4234.0,4234.0,4208.0,26.0,0.0,0.0,42,-1,41,13,17,True,销售/换货/退货现金回款（含道具）
2026-03-08,2171.76,-424.79,1746.97,1461.03,0.0,1461.03,3208.0,3208.0,3049.0,3087.0,121.0,0.0,0.0,28,-3,25,13,15,True,销售/换货/退货现金回款（含道具）
2026-03-09,1421.93,-262.0,1159.93,208.07,0.0,208.07,1368.0,1368.0,1368.0,1630.0,0.0,-262.0,0.0,11,-1,10,7,7,True,销售/换货/退货现金回款（含道具）
2026-03-10,474.0,0.0,474.0,590.0,-243.0,347.0,821.0,821.0,821.0,856.0,-35.0,0.0,0.0,6,0,6,5,8,True,销售/换货/退货现金回款（含道具）
2026-03-11,879.8,0.0,879.8,999.2,0.0,999.2,1879.0,1879.0,1879.0,1879.0,0.0,0.0,0.0,16,0,16,9,10,True,销售/换货/退货现金回款（含道具）
2026-03-12,1864.0,-156.0,1708.0,360.0,0.0,360.0,2068.0,2068.0,2068.0,2068.0,0.0,0.0,0.0,35,-3,32,9,12,True,销售/换货/退货现金回款（含道具）
2026-03-13,1840.71,0.0,1840.71,1929.29,0.0,1929.29,3770.0,3770.0,3770.0,3770.0,0.0,0.0,0.0,14,0,14,5,7,True,销售/换货/退货现金回款（含道具）
2026-03-14,1192.4,-105.2,1087.2,982.48,-425.68,556.8,1644.0,1644.0,1644.0,1827.0,35.0,-218.0,0.0,19,-2,17,8,13,True,销售/换货/退货现金回款（含道具）
2026-03-15,1600.52,0.0,1600.52,435.48,0.0,435.48,2036.0,2036.0,2036.0,2036.0,0.0,0.0,0.0,27,0,27,10,12,True,销售/换货/退货现金回款（含道具）
2026-03-16,562.0,0.0,562.0,0.0,0.0,0.0,562.0,562.0,562.0,562.0,0.0,0.0,0.0,6,0,6,2,2,True,销售/换货/退货现金回款（含道具）
